Fila,country,designation,points,price,province,region_1,variety,winery
317,US,Tognetti Vineyard Brut,94,80,California,Carneros,Sparkling Blend,Schramsberg
318,US,Ribbon Ridge Estate,94,49,Oregon,Ribbon Ridge,Pinot Noir,Trisaetum
319,France,Château Montus,94,35,Southwest France,Madiran,Tannat-Cabernet,Vignobles Brumont
320,US,Old Stones,94,50,Washington,Walla Walla Valley (WA),Syrah,Waters
321,France,La Bégude,94,44,Provence,Bandol,Provence red blend,Domaine de la Bégude
322,Spain,QP,94,68,Northern Spain,Rioja,Tempranillo Blend,Bodega Classica
323,France,,94,20,Provence,Coteaux d'Aix-en-Provence,Rosé,Château Vignelaure
324,Spain,Prestigio Pago de las Solanas,94,,Northern Spain,Ribera del Duero,Red Blend,Matarromera
325,US,Pellet Vineyard,94,95,California,Napa Valley,Cabernet Sauvignon,Pellet Estate
326,France,La Bégude,94,44,Provence,Bandol,Provence red blend,Domaine de la Bégude
327,Argentina,Alta Barrancas Vineyards,94,50,Mendoza Province,Mendoza,Cabernet Sauvignon,Pascual Toso
328,France,Garrus,94,100,Provence,Côtes de Provence,Rosé,Château d'Esclans
329,France,Cuvée Marguerite Massaut,94,70,Southwest France,Cahors,Malbec,Château Lagrézette
330,US,Aurora Vineyard,94,63,Oregon,Willamette Valley,Chardonnay,Ponzi
331,Italy,Monvigliero,91,75,Piedmont,Barolo,Nebbiolo,Fratelli Alessandria
332,Germany,Graacher Himmelreich Kabinett,91,23,Mosel,,Riesling,Friedrich-Wilhelm-Gymnasium
333,US,Latro,91,50,California,Knights Valley,Cabernet Sauvignon,Galerie
334,Spain,Etiqueta Ambar,91,22,Galicia,Rías Baixas,Albariño,Granbazán
335,US,Grieve Family Vineyard,91,45,California,Napa Valley,Sauvignon Blanc,Grieve
336,Portugal,Grande Rocim Reserva,91,130,Alentejano,,Alicante Bouschet,Herdade do Rocim
337,US,XCV,91,38,California,Paso Robles Willow Creek District,Rhône-style White Blend,Jada Vineyard & Winery
338,US,,91,30,Oregon,Willamette Valley,Pinot Noir,La Crema
339,US,Rosé of,91,22,California,Knights Valley,Syrah,Lawer
340,Italy,Bergera Pezzole,91,,Piedmont,Barolo,Nebbiolo,Le Strette
341,Italy,Coste di Rose,91,90,Piedmont,Barolo,Nebbiolo,Marchesi di Barolo
342,US,Emblem Oso Vineyard,91,60,California,Napa Valley,Cabernet Sauvignon,Michael Mondavi Family Estate
343,Italy,Brunate,91,115,Piedmont,Barolo,Nebbiolo,Oddero
344,US,Estate Cuvée,91,55,California,Russian River Valley,Pinot Noir,Small Vines
345,Portugal,Telhas,91,30,Alentejano,,Rhône-style Red Blend,Terras de Alter
346,Portugal,Terra d'Alter,91,14,Alentejano,,Aragonês,Terras de Alter
347,US,Lone Oak Vineyard,91,48,California,Santa Lucia Highlands,Chardonnay,Testarossa
348,US,Starr Ridge Vineyard Estate,91,40,California,Russian River Valley,Chardonnay,Thomas George
349,Germany,Saulheimer Probstey Trocken,91,39,Rheinhessen,,Silvaner,Thörle
350,Italy,Paesi Tuoi,91,60,Piedmont,Barolo,Nebbiolo,Vite Colte
351,US,Sierra Madre Vineyard,91,50,California,Santa Maria Valley,Chardonnay,Wedell Cellars
352,US,Juliard Vineyard,91,48,Oregon,Dundee Hills,Pinot Noir,Winderlea
353,France,Grand Cru Blanc de Blancs Chouilly Brut,91,54,Champagne,Champagne,Chardonnay,A.R. Lenoble 
354,Portugal,Garrafeira,91,42,Alentejo,,Portuguese Red,Adega Cooperativa de Borba
355,US,Brut Rosé,91,50,Oregon,Willamette Valley,Sparkling Blend,Argyle
356,Israel,,91,40,Golan Heights,,Cabernet Sauvignon,Bazelet HaGolan
357,US,Rosella's Vineyard,91,40,California,Santa Lucia Highlands,Chardonnay,Bernardus
358,US,,91,42,Oregon,Willamette Valley,Pinot Noir,Big Table Farm
359,Italy,Parej,91,85,Piedmont,Barolo,Nebbiolo,Icardi
360,Spain,Crianza,91,32,Northern Spain,Ribera del Duero,Tempranillo,Matarromera
361,US,Cuore della Vigne,90,41,California,Paso Robles,Red Blend,Le Vigne
362,US,Kiler Grove Vineyard,90,27,California,Paso Robles Willow Creek District,Ugni Blanc,Paix Sur Terre
363,US,Winemaker's Reserve,90,29,Oregon,Umpqua Valley,Grüner Veltliner,Reustle
364,France,Galets Oligocène,90,33,Alsace,Alsace,Pinot Noir,Domaine Bott-Geyl
365,France,,90,70,Burgundy,Gevrey-Chambertin,Pinot Noir,Domaine Faiveley
366,US,,90,19,Oregon,Willamette Valley,Pinot Noir,Pike Road
367,Italy,,90,22,Sicily & Sardinia,Vittoria,Frappato,Planeta
368,Germany,Dry,90,25,Württemberg,,Lemberger,Schnaitmann
369,France,Vieilles Vignes,90,27,Alsace,Alsace,Sylvaner,Domaine Ostertag
370,France,Vieilles Vignes,90,22,Alsace,Alsace,Chasselas,Domaine Schoffit
371,France,Zind,90,30,Alsace,Alsace,Alsace white blend,Domaine Zind-Humbrecht
372,US,,90,15,Oregon,Oregon,Pinot Gris,Firesteed
373,US,Sisters Estate,90,45,Oregon,Dundee Hills,Pinot Noir,The Eyrie Vineyards
374,France,Domaine du Pavillon Clos des Ursulines,90,80,Burgundy,Pommard,Pinot Noir,Albert Bichot
375,Italy,Adenzia,90,,Sicily & Sardinia,Sicilia,White Blend,Baglio del Cristo di Campobello
376,Italy,SP68 Bianco,90,,Sicily & Sardinia,Terre Siciliane,White Blend,Occhipinti
377,US,,90,18,Oregon,Oregon,Albariño,J. Scott Cellars
378,Italy,,90,19,Southern Italy,Greco di Tufo,Greco,Villa Raiano
379,Germany,Bernkasteler Badstube Kabinett,90,31,Mosel,,Riesling,Dr. H. Thanisch (Erben Thanisch)
380,US,,90,15,California,California,Cabernet Sauvignon,Hahn
381,US,,90,15,California,North Coast,Cabernet Sauvignon,Lyeth
382,US,Classic Collection,90,24,California,Napa Valley,Merlot,Napa Cellars
383,US,Rector Creek Vineyard,90,80,California,Napa Valley,Red Blend,Paraduxx
384,Spain,Reserva,90,35,Northern Spain,Ribera del Duero,Tempranillo,Quintana de Cue
385,Germany,Trocken,90,40,Ahr,,Früburgunder,Winzergenossenschaft Mayschoss-Altenahr
386,Spain,Orquestal,90,28,Central Spain,La Mancha,Tempranillo,Casa del Valle
387,US,,90,50,California,Napa Valley,Cabernet Sauvignon,Freemark Abbey
388,US,Olson Vineyard,90,28,California,Dry Creek Valley,Cabernet Sauvignon,Joleté
389,US,The Truant,90,36,California,California,Rhône-style Red Blend,Prospect 772
390,US,,90,40,California,Red Hills Lake County,Cabernet Sauvignon,Boatique
391,US,Proprietor's Reserve,90,50,California,Central Coast,Chardonnay,Hearst Ranch
392,US,Cabovation Destiny Vineyards Mt. Christo Block Reserve,90,75,California,Paso Robles,Cabernet Sauvignon,Hunt Cellars
393,Italy,,90,60,Tuscany,Brunello di Montalcino,Sangiovese,La Fiorita
394,US,Seven Hills Vineyard,90,46,Washington,Walla Walla Valley (WA),Malbec,Merry Cellars
395,Canada,Compendium,90,70,British Columbia,Okanagan Valley,Bordeaux-style Red Blend,Mission Hill
396,Spain,Albariño de Fefiñanes,90,26,Galicia,Rías Baixas,Albariño,Palacio de Fefiñanes
397,France,Terre de Maimbray,90,,Loire Valley,Sancerre,Pinot Noir,Pascal & Nicolas Reverdy
398,Italy,Villa al Cortile Riserva,90,60,Tuscany,Brunello di Montalcino,Sangiovese,Piccini
399,Italy,Riserva,90,75,Tuscany,Brunello di Montalcino,Sangiovese,Pietranera
400,Moldova,Alb de Purcari,90,32,Moldova,,White Blend,Purcari
401,Italy,Riserva,90,95,Tuscany,Brunello di Montalcino,Sangiovese,Renieri
402,Italy,,90,60,Tuscany,Brunello di Montalcino,Sangiovese,Podere Scopetone
403,Italy,,90,70,Tuscany,Brunello di Montalcino,Sangiovese,Sesta di Sopra
404,US,Trois Fleurs,90,20,California,Santa Ynez Valley,White Blend,Carlson
405,France,Cuvée Setier,90,27,Rhône Valley,Côtes du Rhône Villages,Rhône-style Red Blend,Château Pégau
406,France,Cuvée de Nalys,90,20,Rhône Valley,Châteauneuf-du-Pape,Rhône-style Red Blend,Kirkland Signature
407,US,Kate's + B's,90,75,California,Alexander Valley,Cabernet Sauvignon,Medlock Ames
408,US,New Generation,90,28,California,Russian River Valley,Sauvignon Blanc,Passaggio
409,US,,90,60,California,Napa Valley,Chardonnay,Patland
410,US,Signpost,90,22,California,Sonoma Coast,Chardonnay,Trig Point
411,Spain,Mirlo Blanco,90,49,Spain Other,Spain,White Blend,Valquejigoso
412,Hungary,Steiner,90,35,Sopron,,Kekfrankos,Weninger
413,Italy,,90,90,Tuscany,Brunello di Montalcino,Sangiovese,Tenuta di Sesta
414,US,,90,30,California,Russian River Valley,Chardonnay,Terlato
415,US,,90,35,California,Alexander Valley,Cabernet Sauvignon,The Calling
416,US,Elevation Annadel Gap Vineyard Estate,90,38,California,Sonoma Valley,Rhône-style Red Blend,Westwood
417,US,,90,22,California,Lodi,Tempranillo,Fenestra
418,Italy,Berardo Riserva,90,30,Tuscany,Chianti Classico,Sangiovese,Castello di Bossi
419,Italy,,90,32,Tuscany,Vino Nobile di Montepulciano,Red Blend,Cecchi
420,Italy,Riserva,90,35,Tuscany,Chianti Classico,Sangiovese,Cafaggio
421,US,,87,36,Washington,Columbia Valley (WA),Cabernet Sauvignon,Dussek Family Cellars
422,US,Rapscallion,87,30,California,Paso Robles,Zinfandel,League of Rogues
423,US,,87,20,New York,Finger Lakes,Cabernet Franc,Serenity
424,US,Weinbau,87,32,Washington,Wahluke Slope,Grenache,Sol Stone
425,Spain,Yá Cuvée 23 Brut Rosé,87,18,Catalonia,Cava,Sparkling Blend,Sumarroca
426,Spain,Crianza,87,27,Northern Spain,Ribera del Duero,Tempranillo,Trus
427,US,,87,20,Washington,Columbia Valley (WA),Sauvignon Blanc,Va Piano
428,France,Cuvée Lucie,87,,Bordeaux,Médoc,Bordeaux-style Red Blend,Les Hauts de Tousquiron
429,US,Chandler Vineyard,87,30,California,Livermore Valley,Chardonnay,McGrail
430,US,Freakshow,87,20,California,Lodi,Cabernet Sauvignon,Michael David
431,US,Reserve,87,23,Idaho,,Cabernet Sauvignon,3 Horse Ranch Vineyards
432,US,Southern,87,22,Washington,Yakima Valley,Rhône-style White Blend,Cairdeas
433,Italy,Vigna Poggio Ronconi,87,75,Tuscany,Brunello di Montalcino,Sangiovese,Citille di Sopra
434,Italy,Filo di Seta,87,98,Tuscany,Brunello di Montalcino,Sangiovese,Castello Romitorio
435,France,,87,,Bordeaux,Graves,Bordeaux-style White Blend,Château de Portets
436,US,,87,20,California,Paso Robles,Cabernet Sauvignon,Villa San Juliette
437,US,Unoaked,87,22,Idaho,,Chardonnay,Hat Ranch
438,US,Chicken Dinner,87,16,Idaho,,White Blend,Huston
439,Italy,Pagliatura,87,28,Tuscany,Maremma Toscana,Vermentino,Fattoria di Magliano
440,Spain,Buleria Fino,87,25,Andalucia,Jerez,Sherry,Bodegas Dios Baco S.L.
441,Italy,Scirè,87,17,Tuscany,Bolgheri,Red Blend,Ceralti
442,US,Dry,87,17,Idaho,,Riesling,Coiled
443,Spain,Crianza,87,15,Northern Spain,Ribera del Duero,Tempranillo,Condado de Oriza
444,Spain,Premium,87,16,Andalucia,Manzanilla-Sanlúcar de Barrameda,Sherry,Delgado Zuleta
445,Spain,Roble 4 Meses en Barrica,87,15,Northern Spain,Ribera del Duero,Tempranillo Blend,Señorío de Sotillo
446,US,U50,87,38,Idaho,,Tempranillo,Vale
447,Spain,Brunus,87,28,Catalonia,Montsant,Red Blend,Portal del Montsant
448,Italy,Riserva,87,52,Tuscany,Brunello di Montalcino,Sangiovese,La Collina dei Lecci
449,Italy,Vigna Manapetra Riserva,87,58,Tuscany,Brunello di Montalcino,Sangiovese,Fattoria La Lecciaia
450,Italy,,87,60,Tuscany,Brunello di Montalcino,Sangiovese,Ferrero
451,Portugal,Superior,86,15,Douro,,Rosé,Colinas do Douro
452,Italy,Senza Solfiti Aggiunti,86,15,Veneto,Soave,White Blend,Latium di Morini
453,US,Cannon Block,86,26,California,Knights Valley,Chardonnay,Lawer
454,US,,86,32,California,South Coast,Syrah,Hawk Watch Winery
455,Portugal,Conde Vimioso Colheita Seleccionada,86,10,Tejo,,Portuguese Red,Falua
456,Argentina,Alma Mora,86,10,Other,San Juan,Sauvignon Blanc,Finca Las Moras
457,US,,86,18,California,California,Moscato,The Naked Grape
458,Portugal,Duas Quintas Branco,86,12,Douro,,Portuguese White,Ramos-Pinto
459,US,Estate Grown Cabernet,86,35,Washington,Red Mountain,Rosé,Obelisco Estate
460,US,,86,34,California,Dry Creek Valley,Aglianico,Orsi Family Vineyards
461,Argentina,,86,23,Mendoza Province,Mendoza,Malbec,Bota Box
462,South Africa,,86,20,Walker Bay,,Sauvignon Blanc,Bouchard Finlayson
463,US,Porter and Plot,86,31,California,Napa Valley,Cabernet Sauvignon,Winc
464,US,,86,24,California,Paso Robles,Viognier,Cass
465,US,,86,12,Washington,Columbia Valley (WA),Merlot,Castle Rock
466,US,Reserve,86,18,California,Mendocino County,Pinot Noir,Angeline
467,France,,86,10,Southwest France,Côtes de Gascogne,White Blend,Domaine de Lamothe
468,Argentina,,86,15,Mendoza Province,Mendoza,Malbec,Don Miguel Gascón
469,US,Estate Vineyard,86,24,California,Paso Robles,Chardonnay,Eberle
470,Argentina,,86,14,Mendoza Province,Mendoza,Torrontés,Finca la Malena
471,US,,86,14,California,Santa Ynez Valley,Sauvignon Blanc,Firestone
472,Portugal,Portal da Vinha,86,15,Alentejano,,Portuguese Red,Companhia das Quintas
473,US,Osborn Ranch,86,38,California,Alexander Valley,Primitivo,DeLorimier
474,Portugal,Cabriz,86,13,Dão,,Touriga Nacional,Global Wines
475,US,,86,12,California,California,Pinot Noir,Guenoc
476,US,The Deep Six,86,32,California,South Coast,Red Blend,Hawk Watch Winery
477,France,,86,15,Southwest France,Bergerac Sec,Semillon-Sauvignon Blanc,Lionel Osmin & Cie
478,US,,86,28,California,Dry Creek Valley,Barbera,Orsi Family Vineyards
479,Portugal,Oculto,86,,Tejo,,Portuguese Red,Quinta do Arrobe
480,Portugal,,86,30,Douro,,Portuguese Rosé,Quinta Nova de Nossa Senhora do Carmo
481,US,Charles Vineyard Clone O5,89,49,California,Anderson Valley,Pinot Noir,Foursight
482,Greece,,89,17,Nemea,,Agiorgitiko,Boutari
483,France,Bastide de Beauvert,89,11,Rhône Valley,Côtes du Rhône,Grenache-Syrah,Les Vignobles Foncalieu
484,Italy,Montesodi,89,43,Tuscany,Toscana,Sangiovese,Marchesi de' Frescobaldi
485,France,Les Gravels,89,19,Southwest France,Gaillac,Red Blend,Domaine Rotier
486,France,Les Gravels,89,28,Southwest France,Gaillac,White Blend,Domaine Rotier
487,Germany,Wehlener Sonnenuhr Kabinett,89,26,Mosel,,Riesling,Dr. Pauly Bergweiler
488,Italy,Cuvée du Prince Metodo Classico,89,,Italy Other,Vino Spumante,Prié Blanc,Cave du Vin Blanc de Morgex et de la Salle
489,US,,89,35,Oregon,Willamette Valley,Chardonnay,Aubichon Cellars
490,US,Cheval Rouge Reserve,89,30,California,Carmel Valley,Bordeaux-style Red Blend,Boëté
491,Italy,Coniale,89,55,Tuscany,Toscana,Cabernet Sauvignon,Castellare di Castellina
492,France,La Guillotte,89,,Southwest France,Fronton,Negrette,Château Bouissel
493,US,Nicholas Estate Reserve,89,46,Oregon,Chehalem Mountains,Pinot Noir,Anam Cara
494,US,,89,50,Oregon,Willamette Valley,Pinot Noir,Carden
495,US,Fourplay,89,43,California,Santa Ynez Valley,Red Blend,Carhartt Vineyard
496,Portugal,,89,45,Duriense,,Syrah,Quinta da Romaneira
497,US,Thompson Vineyard,89,39,California,Santa Barbara County,Syrah,Rideau
498,Italy,Daniello,89,30,Tuscany,Toscana,Red Blend,Tenuta di Trecciano
499,Italy,Il Tarabuso,89,45,Tuscany,Toscana,Cabernet Sauvignon,Terre del Marchesato
500,Spain,,89,23,Catalonia,Priorat,Red Blend,Vega Escal
501,France,Belleruche,89,15,Rhône Valley,Côtes du Rhône,Grenache-Syrah,M. Chapoutier
502,US,Paderewski Vineyard,89,65,California,Paso Robles,Zinfandel,Epoch Estate Wines
503,Chile,Fina Reserva Ensamblaje Cabernet Sauvignon-Malbec-Syrah,89,19,Colchagua Valley,,Red Blend,Estampa
504,US,,89,35,Oregon,Rogue Valley,Syrah,Ledger David
505,US,Martinelli,89,60,California,Paso Robles,Zinfandel,Lone Madrone
506,US,Momtazi Vineyard,89,44,Oregon,McMinnville,Pinot Noir,Kelley Fox
507,Spain,Val do Salnés,89,25,Galicia,Rías Baixas,Albariño,Mar de Frades
508,Italy,Carmione,89,30,Tuscany,Toscana,Red Blend,Pratesi
509,Spain,,89,12,Northern Spain,Ribera del Duero,Tempranillo,Maitea
510,Spain,Brut,89,18,Catalonia,Cava,Sparkling Blend,Castellroig
511,US,Dutton Ranch Mill Station Vineyard,92,30,California,Green Valley,Chardonnay,Martin Ray
512,France,Brandluft Vieilles Vignes,92,,Alsace,Alsace,Riesling,Boeckel
513,Portugal,Vinhas Velhas Grande Reserva,92,23,Douro,,Portuguese Red,Castello d'Alba
514,US,Black Chicken,92,45,California,Napa Valley,Zinfandel,Robert Biale
515,US,Cambium,92,125,California,Napa Valley,Bordeaux-style Red Blend,Sequoia Grove
516,US,,92,98,California,Atlas Peak,Cabernet Sauvignon,VinRoc
517,US,Fergalicious,92,40,California,Santa Ynez Valley,Red Blend,Ferguson Crest
518,Canada,Cave Spring Vineyard Estate Bottled VQA,92,17,Ontario,Beamsville Bench,Riesling,Cave Spring
519,US,Loner W11-B,92,60,California,Santa Maria Valley,Chardonnay,Sanguis
520,Portugal,,92,70,Douro,,Portuguese Red,Quinta da Romaneira
521,US,Hyde Vineyard,92,68,California,Carneros,Chardonnay,Ram's Gate
522,Portugal,Vinha Pan,92,40,Beiras,,Baga,Luis Pato
523,US,Conner Lee,92,32,Washington,Columbia Valley (WA),Chardonnay,Array
524,US,White Hawk Vineyard,92,45,California,Santa Barbara County,Syrah,Vie Winery
525,US,Celilo Vineyard,92,66,Washington,Columbia Gorge (WA),Chardonnay,Woodward Canyon
526,France,Bruderbach Clos des Frères,92,29,Alsace,Alsace,Riesling,Domaine Loew
527,France,Jubiléé,92,63,Alsace,Alsace,Riesling,Hugel
528,US,Melville Vineyard,92,32,California,Sta. Rita Hills,Chardonnay,Lafond
529,US,Quail Hill Vineyard,92,55,California,Russian River Valley,Chardonnay,Lynmar
530,Hungary,,92,16,Tokaji,,Furmint,Royal Tokaji
531,Italy,Canova,92,45,Piedmont,Barbaresco,Nebbiolo,Ressia
532,US,Kristen's Cuvee,92,20,California,California,Viognier,Rock Wall
533,Italy,Sottocastello di Novello Riserva,92,50,Piedmont,Barolo,Nebbiolo,Piazzo Armando
534,France,,92,18,Bordeaux,Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Marsau
535,Portugal,Vale de Mata,92,23,Lisboa,,Portuguese Red,Herdade do Rocim
536,France,Mandelberg Grand Cru,92,,Alsace,Alsace,Riesling,Jean Becker
537,US,Nielson Vineyard,92,32,California,Santa Maria Valley,Chardonnay,Byron
538,Chile,Edición Limitada B,92,30,Colchagua Valley,,Bordeaux-style Red Blend,Caliterra
539,US,Collaboration Series,92,35,Washington,Red Mountain,Viognier,Force Majeure
540,US,Fort Ross Vineyard,92,44,California,Fort Ross-Seaview,Chardonnay,Fort Ross
541,US,Monarch Mine Vineyards,90,24,California,Sierra Foothills,Cabernet Franc,Easton
542,US,,90,20,California,Amador County,Zinfandel,Easton
543,Germany,Feinherb,90,22,Mosel,,Riesling,Kirsten
544,France,Les Marconnets Premier Cru,90,50,Burgundy,Beaune,Pinot Noir,Labouré-Roi
545,France,,90,45,Burgundy,Morey-Saint-Denis,Pinot Noir,Labouré-Roi
546,US,Estate Vineyards,90,23,California,Central Coast,Pinot Noir,MacMurray Ranch
547,US,Sundawg Ridge Vineyard,90,49,California,Green Valley,Pinot Noir,MacPhail
548,Germany,Richter Estate,90,17,Mosel,,Riesling,Max Ferd. Richter
549,US,,90,35,California,Lodi,Carignane,McCay Cellars
550,Italy,Laluci,90,,Sicily & Sardinia,Sicilia,White Blend,Baglio del Cristo di Campobello
551,France,Bastion Premier Cru,90,59,Burgundy,Beaune,Chardonnay,Chanson Père et Fils
552,France,Rosenberg,90,24,Alsace,Alsace,Sylvaner,Domaine Barmès-Buecher
553,France,Clos de Jeu,90,,Burgundy,Marsannay,Pinot Noir,Domaine Collotte
554,France,L'Aplomb,90,20,Alsace,Alsace,White Blend,Domaine Rieflé-Landmann
555,France,Réserve,90,20,Alsace,Alsace,Pinot Blanc,Domaine Weinbach
556,US,,90,18,Oregon,Willamette Valley,Pinot Gris,Elizabeth Chambers
557,Italy,Siccagno,90,,Sicily & Sardinia,Terre Siciliane,Nero d'Avola,Occhipinti
558,US,Montecillo Vineyard,90,42,California,Sonoma Valley,Zinfandel,Ordaz Family Wines
559,Italy,Bianco Dry,90,22,Sicily & Sardinia,Noto,Moscato,Planeta
560,Greece,,90,20,Santorini,,Assyrtiko,Santo Wines
561,US,Guadalupe Vineyard,90,48,Oregon,Dundee Hills,Pinot Noir,Soléna
562,US,,90,30,California,Napa Valley,Chardonnay,Stags' Leap Winery
563,Italy,Belsito,90,,Sicily & Sardinia,Vittoria,Frappato,Terre di Giurfo
564,US,,90,40,California,Red Hills Lake County,Cabernet Sauvignon,Boatique
565,Spain,Fincas de la Villa Reserva,90,20,Northern Spain,Rioja,Tempranillo,Bodegas Muriel
566,Spain,Crianza,90,17,Northern Spain,Rioja,Tempranillo Blend,Burgo Viejo
567,US,Made with Organically Grown Grapes,90,22,California,Sierra Foothills,Merlot,Chacewater
568,Germany,Bernkasteler Badstube Kabinett,90,31,Mosel,,Riesling,Dr. H. Thanisch (Erben Thanisch)
569,US,,90,15,California,California,Cabernet Sauvignon,Hahn
570,US,,90,15,California,North Coast,Cabernet Sauvignon,Lyeth
571,US,Sunny View,94,62,California,Russian River Valley,Pinot Noir,The Calling
572,US,Wichmann Dundee Estate,94,49,Oregon,Dundee Hills,Pinot Noir,Trisaetum
573,France,Château Bouscassé,94,25,Southwest France,Madiran,Red Blend,Vignobles Brumont
574,US,Reserve,94,95,California,Rutherford,Cabernet Sauvignon,Frank Family
575,US,Haynes Old Block,94,55,California,Coombsville,Chardonnay,Ancien
576,US,,94,48,California,Sta. Rita Hills,Chardonnay,Barden
577,Italy,,94,35,Northeastern Italy,Collio,Friulano,Borgo del Tiglio
578,France,Dou Barringuet,94,40,Southwest France,Madiran,Tannat-Cabernet,Château de Gayon
579,US,Cuvée Sandre,94,68,California,Sta. Rita Hills,Pinot Noir,Demetria
580,US,Two Barns Vineyard,94,90,Oregon,Dundee Hills,Pinot Noir,Domaine Serene
581,France,Seigneur de Grézette,93,25,Southwest France,Cahors,Malbec-Merlot,Château Lagrézette
582,US,Rogers Creek,93,60,California,Sonoma Coast,Pinot Noir,Cherry Pie
583,Austria,,93,21,Thermenregion,,St. Laurent,Johanneshof Reinisch
584,US,,93,125,Washington,Washington,Bordeaux-style Red Blend,21 Grams
